trip_id,route_id,service_id,direction_id,shape_id,trip_headsign,trip_short_name,wheelchair_accessible,bikes_allowed,block_id,trip_headsign_code
Weekday-Weekday-9-A-IB-1915-3db3486,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Weekday-Weekday-17-A-IB-1552-3de239b,17,Weekday,1,17-A-IB,To Beaty Towers,17,0,0,,
Weekday-Weekday-17-A-IB-1432-3e03dd6,17,Weekday,1,17-A-IB,To Beaty Towers,17,0,0,,
Weekday-Weekday-1-A-IB-1209-3e24d95,1,Weekday,1,1-A-IB,To Downtown Station,1,0,0,,
Saturday-Sa-20-A-OB-1742-3e2cce7,20,Saturday,0,20-A-OB,To Reitz Union,20,0,0,,
Reduced_Service-Weekday-9-A-OB-1623-3e2d56b,9,Reduced_Service,0,9-A-OB,To Hunters Run,9,0,0,,
Saturday-Sa-12-A-OB-0820-3e3912a,12,Saturday,0,12-A-OB,To Dollar General,12,0,0,,
Reduced_Service-Weekday-17-A-OB-0910-3e4c987,17,Reduced_Service,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-33-A-IB-1635-3e56dc8,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-75-A-OB-1215-3e601eb,75,Weekday,0,75-A-OB,To Butler Plaza,75,0,0,,
Reduced_Service-Weekday-5-A-IB-1252-3e6c432,5,Reduced_Service,1,5-A-IB,To Downtown Station,5,0,0,,
Reduced_Service-Weekday-13-A-OB-1900-3e79ff8,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Reduced_Service-Weekday-9-A-OB-1345-3e95b84,9,Reduced_Service,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-8-A-OB-1120-3ebe33e,8,Reduced_Service,0,8-A-OB,To N Walmart,8,0,0,,
Reduced_Service-Weekday-37-A-OB-1055-3eebf69,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-15-A-IB-1057-3f112d0,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Reduced_Service-Weekday-20-A-IB-2154-3f1b5f1,20,Reduced_Service,1,20-A-IB,To Oaks Mall,20,0,0,,
Reduced_Service-Weekday-15-A-IB-1927-3f35573,15,Reduced_Service,1,15-A-IB,To Downtown Station,15,0,0,,
Reduced_Service-Weekday-20-A-OB-2118-3f3a39e,20,Reduced_Service,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-75-A-IB-1430-3f3ccb3,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-5-A-IB-1852-3f41db4,5,Reduced_Service,1,5-A-IB,To Downtown Station,5,0,0,,
Reduced_Service-Weekday-37-A-IB-1400-3f4403e,37,Reduced_Service,1,37-A-IB,To Reitz Union,37,0,0,,
Reduced_Service-Weekday-9-A-OB-1538-3f5a09e,9,Reduced_Service,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-8-A-IB-1715-3f8d63d,8,Reduced_Service,1,8-A-IB,To UF Health,8,0,0,,
Sunday-Su-17-A-IB-1452-3f9c2f6,17,Sunday,1,17-A-IB,To Beaty Towers,17,0,0,,
Weekday-Weekday-118-A-IB-1030-3fb227c,118,Weekday,1,118-A-IB,To The Hub,118,0,0,,
Weekday-Weekday-9-A-OB-0653-3fc640a,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Weekday-Weekday-33-A-OB-1245-3fd9efd,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-33-A-OB-0847-3fdc0b2,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-9-A-OB-2153-3ffe026,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Weekday-Weekday-75-A-OB-1015-40090b2,75,Weekday,0,75-A-OB,To Butler Plaza,75,0,0,,
Weekday-Weekday-13-A-IB-1450-400bd83,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-20-A-OB-1230-401bf62,20,Reduced_Service,0,20-A-OB,To Reitz Union,20,0,0,,
Reduced_Service-Weekday-11-A-OB-0800-4026234,11,Reduced_Service,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Weekday-Weekday-37-A-IB-1300-402fbe8,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Reduced_Service-Weekday-13-A-IB-1015-4071400,13,Reduced_Service,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-15-A-IB-1127-4096a73,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Saturday-Sa-13-A-OB-1155-409f8b1,13,Saturday,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-1-A-IB-1545-40b6e25,1,Weekday,1,1-A-IB,To Downtown Station,1,0,0,,
Weekday-Weekday-37-A-IB-1015-40bd1e5,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-8-A-OB-1805-40ea454,8,Weekday,0,8-A-OB,To N Walmart,8,0,0,,
Saturday-Sa-33-A-IB-1700-411021c,33,Saturday,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-33-A-IB-1647-4113ecf,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-75-A-IB-1430-414269a,75,Reduced_Service,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-8-A-IB-0645-414ca09,8,Reduced_Service,1,8-A-IB,To UF Health,8,0,0,,
Saturday-Sa-126-A-IB-1440-415747b,126,Saturday,1,126-A-IB,To Sorority Row,126,0,0,,
Weekday-Weekday-33-A-OB-0810-415e48c,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Reduced_Service-Weekday-11-A-OB-2000-4180518,11,Reduced_Service,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Weekday-Weekday-9-A-IB-1230-41917d2,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Weekday-Weekday-33-A-IB-1122-41917fd,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-26-B-OB-0800-41afbc6,26,Weekday,0,26-B-OB,To Airport,26,0,0,,
Sunday-Su-126-A-IB-1520-41c2e28,126,Sunday,1,126-A-IB,To Sorority Row,126,0,0,,
Reduced_Service-Weekday-5-A-OB-0810-41c6755,5,Reduced_Service,0,5-A-OB,To Oaks Mall,5,0,0,,
Weekday-Weekday-75-A-OB-0815-41cbdaa,75,Weekday,0,75-A-OB,To Butler Plaza,75,0,0,,
Saturday-Sa-37-A-OB-1755-41ed982,37,Saturday,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-13-A-OB-1425-41ee7c1,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Saturday-Sa-75-A-OB-1445-41ffe9f,75,Saturday,0,75-A-OB,To Butler Plaza,75,0,0,,
Saturday-Sa-12-A-IB-1822-4203da2,12,Saturday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-13-A-IB-1745-4217f14,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Saturday-Sa-37-A-IB-1300-42206d8,37,Saturday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-1-A-OB-2130-4228c61,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-9-A-IB-1700-4237472,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-17-A-OB-1750-423f23c,17,Reduced_Service,0,17-A-OB,To Downtown Station,17,0,0,,
Reduced_Service-Weekday-12-A-IB-1752-424238e,12,Reduced_Service,1,12-A-IB,To The Hub,12,0,0,,
Reduced_Service-Weekday-13-A-IB-1450-4268078,13,Reduced_Service,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-9-A-OB-0953-426aafe,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Saturday-Sa-9-A-OB-1238-4288377,9,Saturday,0,9-A-OB,To Hunters Run,9,0,0,,
Sunday-Su-126-A-IB-1720-4290862,126,Sunday,1,126-A-IB,To Sorority Row,126,0,0,,
Sunday-Su-26-A-OB-1500-429ae64,26,Sunday,0,26-A-OB,To Airport,26,0,0,,
Weekday-Weekday-33-A-IB-1405-429e3fe,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-37-A-IB-2130-42a3213,37,Reduced_Service,1,37-A-IB,To Reitz Union,37,0,0,,
Reduced_Service-Weekday-23-A-IB-1500-42ab694,23,Reduced_Service,1,23-A-IB,To Butler Plaza,23,0,0,,
Sunday-Su-38-A-IB-1406-42ac881,38,Sunday,1,38-A-IB,To The Hub,38,0,0,,
Weekday-Weekday-26-A-OB-1750-42ae8db,26,Weekday,0,26-A-OB,To Airport,26,0,0,,
Saturday-Sa-37-A-IB-0930-42c2553,37,Saturday,1,37-A-IB,To Reitz Union,37,0,0,,
Reduced_Service-Weekday-33-A-OB-1745-42ca451,33,Reduced_Service,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-37-A-IB-1615-42f66d0,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-11-A-OB-0800-430098b,11,Weekday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Weekday-Weekday-1-A-OB-0836-430ba99,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-52-A-OB-0600-432c8ab,52,Weekday,0,52-A-OB,To Jonesville,52,0,0,,
Reduced_Service-Weekday-20-A-IB-0730-432ea2a,20,Reduced_Service,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-75-A-IB-0600-433336c,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Weekday-Weekday-38-A-IB-1226-438f5ca,38,Weekday,1,38-A-IB,To The Hub,38,0,0,,
Weekday-Weekday-26-B-OB-1100-4390ce7,26,Weekday,0,26-B-OB,To Airport,26,0,0,,
Sunday-Su-15-A-IB-1344-43ab81c,15,Sunday,1,15-A-IB,To Downtown Station,13,0,0,,
Sunday-Su-15-A-IB-1234-43b6b79,15,Sunday,1,15-A-IB,To Downtown Station,13,0,0,,
Sunday-Su-11-A-IB-1530-43e1bb8,11,Sunday,1,11-A-IB,To Downtown Station,11,0,0,,
Reduced_Service-Weekday-38-A-IB-1518-43e4df9,38,Reduced_Service,1,38-A-IB,To The Hub,38,0,0,,
Saturday-Sa-3-A-OB-1200-43e4fa9,3,Saturday,0,3-A-OB,To Post Office,3,0,0,,
Saturday-Sa-12-A-IB-0922-43f1830,12,Saturday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-13-A-OB-1117-441cd29,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-1-A-IB-0851-441dadf,1,Weekday,1,1-A-IB,To Downtown Station,1,0,0,,
Weekday-Weekday-17-A-OB-0630-442b056,17,Weekday,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-37-A-IB-0815-443130f,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-33-A-OB-1605-443b3fa,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-37-A-OB-1725-4455e40,37,Weekday,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-118-A-OB-1655-4481879,118,Weekday,0,118-A-OB,To Cultural Plaza,118,0,0,,
Reduced_Service-Weekday-43-A-OB-1200-4482f1b,43,Reduced_Service,0,43-A-OB,To Santa Fe College,43,0,0,,
Weekday-Weekday-9-A-OB-1830-44972dd,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Weekday-Weekday-13-A-IB-1232-44ca018,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-75-A-IB-2030-44d0c33,75,Reduced_Service,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-23-A-IB-0800-44d2a00,23,Reduced_Service,1,23-A-IB,To Butler Plaza,23,0,0,,
Reduced_Service-Weekday-8-A-IB-0815-44db317,8,Reduced_Service,1,8-A-IB,To UF Health,8,0,0,,
Weekday-Weekday-5-A-OB-1010-44feed3,5,Weekday,0,5-A-OB,To Oaks Mall,5,0,0,,
Weekday-Weekday-37-A-IB-1200-450f0e1,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-75-A-IB-1100-4511182,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Sunday-Su-17-A-IB-1532-4534f1d,17,Sunday,1,17-A-IB,To Beaty Towers,17,0,0,,
Weekday-Weekday-11-A-OB-1300-4536f2a,11,Weekday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Reduced_Service-Weekday-37-A-IB-2030-455b847,37,Reduced_Service,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-33-A-IB-0815-4580057,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-13-A-OB-0720-4582ea9,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-12-A-IB-0907-45871c8,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Reduced_Service-Weekday-17-A-IB-1652-458a772,17,Reduced_Service,1,17-A-IB,To Beaty Towers,17,0,0,,
Weekday-Weekday-20-A-OB-1606-458cbbb,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-23-A-IB-2100-459da9e,23,Weekday,1,23-A-IB,To Butler Plaza,23,0,0,,
Weekday-Weekday-13-A-IB-1900-45c995b,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-75-A-OB-1415-45de1c7,75,Reduced_Service,0,75-A-OB,To Butler Plaza,75,0,0,,
Weekday-Weekday-38-A-OB-1754-45e7ad6,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Reduced_Service-Weekday-38-A-IB-1830-460d9d0,38,Reduced_Service,1,38-A-IB,To The Hub,38,0,0,,
Saturday-Sa-9-A-IB-1045-4646927,9,Saturday,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-52-A-IB-1800-4674dbe,52,Reduced_Service,1,52-A-IB,To Reitz Union,52,0,0,,
Saturday-Sa-12-A-OB-1250-4682abe,12,Saturday,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-10-A-OB-1610-468b551,10,Weekday,0,10-A-OB,To Santa Fe College,10,0,0,,
Reduced_Service-Weekday-38-A-IB-0718-469769b,38,Reduced_Service,1,38-A-IB,To The Hub,38,0,0,,
Weekday-Weekday-38-A-OB-1530-46c8f8f,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-33-A-IB-1725-46cf6c5,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Saturday-Sa-37-A-IB-1430-46d5d5f,37,Saturday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-37-A-OB-1440-46f5f20,37,Weekday,0,37-A-OB,To Butler Plaza,37,0,0,,
Saturday-Sa-7-A-OB-1600-471c0a0,7,Saturday,0,7-A-OB,To Eastwood Meadows,7,0,0,,
Sunday-Su-13-A-IB-1745-4727139,13,Sunday,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-12-B-OB-0628-474b39f,12,Weekday,0,12-B-OB,To Dollar General,12,0,0,,
Weekday-Weekday-20-A-IB-1606-475864d,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-1-A-OB-1248-47632ee,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-17-A-IB-2052-476cbe6,17,Weekday,1,17-A-IB,To Beaty Towers,17,0,0,,
Saturday-Sa-10-A-OB-0700-4775643,10,Saturday,0,10-A-OB,To Santa Fe College,10,0,0,,
Reduced_Service-Weekday-7-A-OB-0800-47764fb,7,Reduced_Service,0,7-A-OB,To Eastwood Meadows,7,0,0,,
Weekday-Weekday-10-A-OB-0700-477e153,10,Weekday,0,10-A-OB,To Santa Fe College,10,0,0,,
Weekday-Weekday-38-A-IB-1106-47bab42,38,Weekday,1,38-A-IB,To The Hub,38,0,0,,
Saturday-Sa-12-A-OB-0750-47cce62,12,Saturday,0,12-A-OB,To Dollar General,12,0,0,,
Reduced_Service-Weekday-1-A-OB-1306-47fd42d,1,Reduced_Service,0,1-A-OB,To Butler Plaza,1,0,0,,
Reduced_Service-Weekday-5-A-OB-1210-480d4b6,5,Reduced_Service,0,5-A-OB,To Oaks Mall,5,0,0,,
Weekday-Weekday-3-A-OB-0800-486fc35,3,Weekday,0,3-A-OB,To Post Office,3,0,0,,
Reduced_Service-Weekday-75-A-IB-0830-4870d20,75,Reduced_Service,1,75-A-IB,To Oaks Mall,75,0,0,,
Saturday-Sa-20-A-OB-1030-489bf82,20,Saturday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-12-A-OB-1450-489c003,12,Weekday,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-33-A-IB-1815-48b5f65,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-17-A-OB-1210-48ca729,17,Weekday,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-9-A-OB-1053-48de92f,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-37-A-IB-1200-48f5f8e,37,Reduced_Service,1,37-A-IB,To Reitz Union,37,0,0,,
Saturday-Sa-20-A-IB-1330-4900bf7,20,Saturday,1,20-A-IB,To Oaks Mall,20,0,0,,
Sunday-Su-33-A-OB-1220-490101b,33,Sunday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-75-A-OB-0915-49120d7,75,Weekday,0,75-A-OB,To Butler Plaza,75,0,0,,
Reduced_Service-Weekday-37-A-OB-0755-491be59,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-26-A-IB-1607-4921750,26,Weekday,1,26-A-IB,To Downtown Station,26,0,0,,
Saturday-Sa-9-A-OB-0938-494b446,9,Saturday,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-6-A-IB-1228-494d1af,6,Reduced_Service,1,6-A-IB,To Downtown Station,6,0,0,,
Saturday-Sa-37-A-IB-1330-495008b,37,Saturday,1,37-A-IB,To Reitz Union,37,0,0,,
Sunday-Su-9-A-IB-1300-495d677,9,Sunday,1,9-A-IB,To The Hub,9,0,0,,
Sunday-Su-38-A-OB-1206-496fac6,38,Sunday,0,38-A-OB,To Gainesville Place,38,0,0,,
Saturday-Sa-1-A-OB-1306-497b46b,1,Saturday,0,1-A-OB,To Butler Plaza,1,0,0,,
Saturday-Sa-26-A-OB-0800-497c0e8,26,Saturday,0,26-A-OB,To Airport,26,0,0,,
Weekday-Weekday-37-A-IB-0715-49918d4,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Sunday-Su-33-A-IB-1430-49be012,33,Sunday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-13-A-OB-1425-49e5f17,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Reduced_Service-Weekday-6-A-IB-1128-49ebfb5,6,Reduced_Service,1,6-A-IB,To Downtown Station,6,0,0,,
Saturday-Sa-7-A-OB-0700-49ed06b,7,Saturday,0,7-A-OB,To Eastwood Meadows,7,0,0,,
Reduced_Service-Weekday-52-A-OB-0700-49ee3bd,52,Reduced_Service,0,52-A-OB,To Jonesville,52,0,0,,
Weekday-Weekday-6-A-IB-1128-49fe447,6,Weekday,1,6-A-IB,To Downtown Station,6,0,0,,
Weekday-Weekday-26-B-OB-1420-49fed50,26,Weekday,0,26-B-OB,To Airport,26,0,0,,
Sunday-Su-75-A-IB-1530-49ff0b1,75,Sunday,1,75-A-IB,To Oaks Mall,75,0,0,,
Weekday-Weekday-5-A-IB-0630-4a04c9f,5,Weekday,1,5-A-IB,To Downtown Station,5,0,0,,
Weekday-Weekday-15-A-OB-1030-4a12445,15,Weekday,0,15-A-OB,To NW 13th St,15,0,0,,
Weekday-Weekday-13-A-OB-1142-4a2813a,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Sunday-Su-26-A-IB-1130-4a3f106,26,Sunday,1,26-A-IB,To Downtown Station,26,0,0,,
Weekday-Weekday-17-A-OB-1330-4a651df,17,Weekday,0,17-A-OB,To Downtown Station,17,0,0,,
Saturday-Sa-126-A-OB-1420-4a731f7,126,Saturday,0,126-A-OB,To Lakeside,126,0,0,,
Weekday-Weekday-1-A-OB-1718-4a74fbd,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-13-A-OB-1720-4a7fc90,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Reduced_Service-Weekday-9-A-IB-1430-4a8e42d,9,Reduced_Service,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-17-A-IB-1132-4a93b6b,17,Reduced_Service,1,17-A-IB,To Beaty Towers,17,0,0,,
Weekday-Weekday-37-A-IB-1500-4a993e2,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-17-A-OB-1110-4aad4bd,17,Weekday,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-1-A-OB-1830-4ac6c26,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-13-A-OB-1040-4b0d52b,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Saturday-Sa-43-A-OB-1500-4b1ef15,43,Saturday,0,43-A-OB,To Santa Fe College,43,0,0,,
Reduced_Service-Weekday-37-A-IB-1530-4b42a01,37,Reduced_Service,1,37-A-IB,To Reitz Union,37,0,0,,
Saturday-Sa-17-A-IB-0812-4b4d58e,17,Saturday,1,17-A-IB,To Beaty Towers,17,0,0,,
Reduced_Service-Weekday-20-A-IB-1018-4b58e6d,20,Reduced_Service,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-1-A-IB-0627-4b59c8a,1,Weekday,1,1-A-IB,To Downtown Station,1,0,0,,
Weekday-Weekday-75-A-IB-1730-4b71b76,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Weekday-Weekday-20-A-IB-0906-4b806f3,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-1-A-IB-2239-4b874bf,1,Weekday,1,1-A-IB,To Downtown Station,1,0,0,,
Weekday-Weekday-33-A-OB-1310-4b98522,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-20-A-IB-1506-4b9dc1a,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Reduced_Service-Weekday-52-A-IB-1500-4bc8d25,52,Reduced_Service,1,52-A-IB,To Reitz Union,52,0,0,,
Saturday-Sa-126-A-OB-1300-4bd0502,126,Saturday,0,126-A-OB,To Lakeside,126,0,0,,
Saturday-Sa-75-A-IB-1830-4bd5b6e,75,Saturday,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-8-A-OB-2010-4bdb0ad,8,Reduced_Service,0,8-A-OB,To N Walmart,8,0,0,,
Weekday-Weekday-1-A-OB-1436-4be20ea,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Reduced_Service-Weekday-1-A-OB-1418-4c05fce,1,Reduced_Service,0,1-A-OB,To Butler Plaza,1,0,0,,
Sunday-Su-20-A-OB-1518-4c13e1d,20,Sunday,0,20-A-OB,To Reitz Union,20,0,0,,
Saturday-Sa-33-A-IB-1250-4c15198,33,Saturday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-37-A-OB-1625-4c1d740,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-9-A-IB-1852-4c33928,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Weekday-Weekday-8-A-IB-1630-4c395d4,8,Weekday,1,8-A-IB,To UF Health,8,0,0,,
Weekday-Weekday-3-A-IB-1730-4c3ec81,3,Weekday,1,3-A-IB,To Downtown Station,3,0,0,,
Sunday-Su-26-A-IB-1230-4c9c6e7,26,Sunday,1,26-A-IB,To Downtown Station,26,0,0,,
Sunday-Su-26-A-OB-1300-4ca95e7,26,Sunday,0,26-A-OB,To Airport,26,0,0,,
Saturday-Sa-43-A-OB-1030-4cb2870,43,Saturday,0,43-A-OB,To Santa Fe College,43,0,0,,
Weekday-Weekday-38-A-IB-1030-4cc16e3,38,Weekday,1,38-A-IB,To The Hub,38,0,0,,
Weekday-Weekday-33-A-OB-1207-4cd16d1,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-5-A-OB-0850-4ce236e,5,Weekday,0,5-A-OB,To Oaks Mall,5,0,0,,
Weekday-Weekday-23-A-IB-1300-4ce8bad,23,Weekday,1,23-A-IB,To Butler Plaza,23,0,0,,
Saturday-Sa-33-A-OB-0835-4d20ec0,33,Saturday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-8-A-IB-1030-4d282a6,8,Weekday,1,8-A-IB,To UF Health,8,0,0,,
Weekday-Weekday-12-A-IB-1037-4d2e927,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-38-A-OB-1546-4d46012,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-12-A-IB-1107-4d4da8e,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-15-A-IB-1714-4d6aeb3,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Weekday-Weekday-13-A-OB-0630-4d83d4a,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-37-A-OB-1525-4d96a3d,37,Weekday,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-9-A-IB-1745-4daf491,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Saturday-Sa-13-A-IB-0810-4db9945,13,Saturday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-1-A-OB-1042-4dbc535,1,Reduced_Service,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-38-A-OB-1130-4dcc7a5,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Sunday-Su-5-A-IB-1452-4dd7b23,5,Sunday,1,5-A-IB,To Downtown Station,5,0,0,,
Weekday-Weekday-9-A-IB-1345-4dd93ad,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-52-A-OB-0900-4df42c5,52,Reduced_Service,0,52-A-OB,To Jonesville,52,0,0,,
Weekday-Weekday-5-A-IB-1732-4e1a4f1,5,Weekday,1,5-A-IB,To Downtown Station,5,0,0,,
Reduced_Service-Weekday-8-A-IB-1545-4e61e7f,8,Reduced_Service,1,8-A-IB,To UF Health,8,0,0,,
Weekday-Weekday-20-A-OB-0854-4e68ee4,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-12-A-OB-1420-4e737ac,12,Weekday,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-1-A-IB-1039-4e7a883,1,Weekday,1,1-A-IB,To Downtown Station,1,0,0,,
Weekday-Weekday-33-A-OB-1220-4e83dbe,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Sunday-Su-11-A-OB-1600-4e97a18,11,Sunday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Weekday-Weekday-118-A-OB-1110-4eb3bd9,118,Weekday,0,118-A-OB,To Cultural Plaza,118,0,0,,
