trip_id,route_id,service_id,direction_id,shape_id,trip_headsign,trip_short_name,wheelchair_accessible,bikes_allowed,block_id,trip_headsign_code
Sunday-Su-17-A-IB-1652-90655f6,17,Sunday,1,17-A-IB,To Beaty Towers,17,0,0,,
Reduced_Service-Weekday-38-A-OB-2118-909e537,38,Reduced_Service,0,38-A-OB,To Gainesville Place,38,0,0,,
Reduced_Service-Weekday-3-A-IB-1730-90bbadf,3,Reduced_Service,1,3-A-IB,To Downtown Station,3,0,0,,
Saturday-Sa-33-A-OB-1630-90c1ebd,33,Saturday,0,33-A-OB,To The Hub,33,0,0,,
Reduced_Service-Weekday-43-A-OB-0600-90d6bfd,43,Reduced_Service,0,43-A-OB,To Santa Fe College,43,0,0,,
Reduced_Service-Weekday-7-A-OB-1900-912a7d5,7,Reduced_Service,0,7-A-OB,To Eastwood Meadows,7,0,0,,
Weekday-Weekday-37-A-OB-1255-915e5a6,37,Weekday,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-17-A-IB-2132-9160b42,17,Weekday,1,17-A-IB,To Beaty Towers,17,0,0,,
Reduced_Service-Weekday-37-A-OB-0825-91895db,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Reduced_Service-Weekday-20-A-OB-0742-918bb4d,20,Reduced_Service,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-20-A-IB-1142-91ad187,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Saturday-Sa-8-A-IB-1030-91d0ffe,8,Saturday,1,8-A-IB,To UF Health,8,0,0,,
Reduced_Service-Weekday-13-A-OB-0835-91d2b53,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Reduced_Service-Weekday-13-A-OB-0950-91d31a5,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Saturday-Sa-33-A-OB-1450-91dc3d6,33,Saturday,0,33-A-OB,To The Hub,33,0,0,,
Saturday-Sa-126-A-IB-1400-91e2c4c,126,Saturday,1,126-A-IB,To Sorority Row,126,0,0,,
Sunday-Su-13-A-IB-1655-91f5fdd,13,Sunday,1,13-A-IB,To US 441,13,0,0,,
Sunday-Su-9-A-OB-1753-920d66e,9,Sunday,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-33-A-IB-1930-920f6dc,33,Reduced_Service,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-12-A-OB-1335-92230ee,12,Weekday,0,12-A-OB,To Dollar General,12,0,0,,
Reduced_Service-Weekday-33-A-OB-0720-92277e0,33,Reduced_Service,0,33-A-OB,To The Hub,33,0,0,,
Sunday-Su-43-A-OB-1030-92295b1,43,Sunday,0,43-A-OB,To Santa Fe College,43,0,0,,
Reduced_Service-Weekday-13-A-OB-1015-922dc44,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Sunday-Su-20-A-OB-1442-923635c,20,Sunday,0,20-A-OB,To Reitz Union,20,0,0,,
Reduced_Service-Weekday-37-A-OB-0655-9239ced,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Sunday-Su-20-A-IB-1030-9258d27,20,Sunday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-20-A-OB-1630-925c12c,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-17-A-OB-0930-9263174,17,Weekday,0,17-A-OB,To Downtown Station,17,0,0,,
Reduced_Service-Weekday-13-A-IB-1950-9263fae,13,Reduced_Service,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-13-A-IB-1002-92648ad,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-20-A-OB-1718-926e7ad,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-13-A-IB-0937-9272d06,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-5-A-OB-0700-928af5d,5,Reduced_Service,0,5-A-OB,To Oaks Mall,5,0,0,,
Sunday-Su-33-A-OB-1040-92aa73e,33,Sunday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-33-A-OB-1002-92b2dc8,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Reduced_Service-Weekday-5-A-IB-0732-92b5e86,5,Reduced_Service,1,5-A-IB,To Downtown Station,5,0,0,,
Sunday-Su-38-A-IB-1454-92bb687,38,Sunday,1,38-A-IB,To The Hub,38,0,0,,
Weekday-Weekday-9-A-OB-1323-92e5b4f,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Weekday-Weekday-75-A-IB-0930-92f8381,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-23-A-IB-1800-930837d,23,Reduced_Service,1,23-A-IB,To Butler Plaza,23,0,0,,
Weekday-Weekday-9-A-OB-1253-9320284,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Weekday-Weekday-118-A-OB-1140-93244cf,118,Weekday,0,118-A-OB,To Cultural Plaza,118,0,0,,
Saturday-Sa-13-A-IB-1155-932be20,13,Saturday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-15-A-OB-1100-934ccd4,15,Reduced_Service,0,15-A-OB,To NW 13th St,15,0,0,,
Weekday-Weekday-33-A-IB-0905-9362176,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-8-A-OB-0735-938898d,8,Reduced_Service,0,8-A-OB,To N Walmart,8,0,0,,
Weekday-Weekday-15-A-IB-1639-938a4da,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Weekday-Weekday-118-A-IB-0800-93a1d43,118,Weekday,1,118-A-IB,To The Hub,118,0,0,,
Weekday-Weekday-33-A-OB-1027-93a3a3e,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-38-A-OB-1602-93ac927,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-5-A-IB-1612-93b231e,5,Weekday,1,5-A-IB,To Downtown Station,5,0,0,,
Sunday-Su-33-A-IB-1340-93c363f,33,Sunday,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-8-A-IB-0730-93cc97b,8,Weekday,1,8-A-IB,To UF Health,8,0,0,,
Weekday-Weekday-33-A-IB-1032-93e45d9,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Saturday-Sa-12-A-IB-0722-93e47c5,12,Saturday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-20-A-IB-1554-93fe935,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-38-A-IB-1610-942f4e8,38,Weekday,1,38-A-IB,To The Hub,38,0,0,,
Weekday-Weekday-20-A-IB-1754-945dfb1,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Reduced_Service-Weekday-9-A-OB-1000-948bf24,9,Reduced_Service,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-37-A-OB-1025-949249f,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Reduced_Service-Weekday-37-A-OB-1925-94c2b2f,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Reduced_Service-Weekday-15-A-IB-0727-94d06e8,15,Reduced_Service,1,15-A-IB,To Downtown Station,15,0,0,,
Saturday-Sa-37-A-IB-1230-94f1fbe,37,Saturday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-75-A-OB-0845-94fcf53,75,Weekday,0,75-A-OB,To Butler Plaza,75,0,0,,
Weekday-Weekday-3-A-OB-0700-9520174,3,Weekday,0,3-A-OB,To Post Office,3,0,0,,
Weekday-Weekday-20-A-OB-0918-9521d66,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-9-A-IB-0930-9524d4e,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-12-A-OB-1450-952565d,12,Reduced_Service,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-11-A-IB-1230-953f5aa,11,Weekday,1,11-A-IB,To Downtown Station,11,0,0,,
Weekday-Weekday-20-A-IB-1130-9573fe6,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Saturday-Sa-5-A-OB-0810-957fcd0,5,Saturday,0,5-A-OB,To Oaks Mall,5,0,0,,
Saturday-Sa-38-A-OB-1006-959d3bc,38,Saturday,0,38-A-OB,To Gainesville Place,38,0,0,,
Sunday-Su-17-A-OB-1550-95b1b23,17,Sunday,0,17-A-OB,To Downtown Station,17,0,0,,
Reduced_Service-Weekday-26-B-OB-1310-95d91b4,26,Reduced_Service,0,26-B-OB,To Airport,26,0,0,,
Weekday-Weekday-5-A-OB-0930-95dc97c,5,Weekday,0,5-A-OB,To Oaks Mall,5,0,0,,
Reduced_Service-Weekday-11-A-IB-1530-95e0614,11,Reduced_Service,1,11-A-IB,To Downtown Station,11,0,0,,
Reduced_Service-Weekday-12-A-IB-1822-95f3437,12,Reduced_Service,1,12-A-IB,To The Hub,12,0,0,,
Sunday-Su-75-A-IB-1100-95fc562,75,Sunday,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-5-A-IB-1612-9625cb3,5,Reduced_Service,1,5-A-IB,To Downtown Station,5,0,0,,
Weekday-Weekday-38-A-OB-1906-963a513,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-118-A-IB-1315-96416b8,118,Weekday,1,118-A-IB,To The Hub,118,0,0,,
Weekday-Weekday-20-A-IB-1254-9660f77,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-12-A-OB-0650-96a603e,12,Weekday,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-43-A-OB-1545-96c9a7c,43,Weekday,0,43-A-OB,To Santa Fe College,43,0,0,,
Weekday-Weekday-118-A-IB-1545-96cdfbe,118,Weekday,1,118-A-IB,To The Hub,118,0,0,,
Saturday-Sa-7-A-IB-1030-96d4238,7,Saturday,1,7-A-IB,To Downtown Station,7,0,0,,
Saturday-Sa-13-A-IB-1720-96deb3e,13,Saturday,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-33-A-OB-0630-96e9826,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-23-A-IB-1430-96f4aa7,23,Weekday,1,23-A-IB,To Butler Plaza,23,0,0,,
Sunday-Su-38-A-OB-1606-96fd861,38,Sunday,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-33-A-IB-1020-970d4ed,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Sunday-Su-17-A-OB-0950-9710c23,17,Sunday,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-20-A-OB-1142-971552d,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Reduced_Service-Weekday-20-A-IB-1242-9734734,20,Reduced_Service,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-10-A-OB-1205-974912f,10,Weekday,0,10-A-OB,To Santa Fe College,10,0,0,,
Reduced_Service-Weekday-9-A-IB-0915-97607e4,9,Reduced_Service,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-75-A-OB-1045-9768417,75,Reduced_Service,0,75-A-OB,To Butler Plaza,75,0,0,,
Weekday-Weekday-20-A-OB-1418-9777932,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Saturday-Sa-12-A-IB-1122-97942b4,12,Saturday,1,12-A-IB,To The Hub,12,0,0,,
Reduced_Service-Weekday-6-A-IB-0628-97944af,6,Reduced_Service,1,6-A-IB,To Downtown Station,6,0,0,,
Sunday-Su-11-A-OB-1100-979b59a,11,Sunday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Saturday-Sa-3-A-OB-1400-979bbcc,3,Saturday,0,3-A-OB,To Post Office,3,0,0,,
Reduced_Service-Weekday-6-A-OB-1700-979cc10,6,Reduced_Service,0,6-A-OB,To N Walmart,6,0,0,,
Weekday-Weekday-12-A-OB-0920-97aad40,12,Weekday,0,12-A-OB,To Dollar General,12,0,0,,
Saturday-Sa-37-A-IB-1200-97b02c6,37,Saturday,1,37-A-IB,To Reitz Union,37,0,0,,
Saturday-Sa-75-A-IB-1530-97d8fd5,75,Saturday,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-9-A-OB-2223-97dbd2e,9,Reduced_Service,0,9-A-OB,To Hunters Run,9,0,0,,
Weekday-Weekday-17-A-OB-0710-97dfad4,17,Weekday,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-6-A-OB-1500-97ec472,6,Weekday,0,6-A-OB,To N Walmart,6,0,0,,
Sunday-Su-13-A-OB-1220-97f69af,13,Sunday,0,13-A-OB,To Alight Apts,13,0,0,,
Reduced_Service-Weekday-9-A-OB-1408-9812168,9,Reduced_Service,0,9-A-OB,To Hunters Run,9,0,0,,
Saturday-Sa-126-A-OB-1820-9815fff,126,Saturday,0,126-A-OB,To Lakeside,126,0,0,,
Weekday-Weekday-38-A-OB-1234-9818a95,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Saturday-Sa-38-A-IB-1830-9825910,38,Saturday,1,38-A-IB,To The Hub,38,0,0,,
Reduced_Service-Weekday-15-A-OB-1900-9829aba,15,Reduced_Service,0,15-A-OB,To NW 13th St,15,0,0,,
Saturday-Sa-33-A-OB-1810-98548d8,33,Saturday,0,33-A-OB,To The Hub,33,0,0,,
Weekday-Weekday-37-A-OB-1410-985cd4c,37,Weekday,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-118-A-OB-1425-98629cb,118,Weekday,0,118-A-OB,To Cultural Plaza,118,0,0,,
Sunday-Su-126-A-IB-1200-9863283,126,Sunday,1,126-A-IB,To Sorority Row,126,0,0,,
Weekday-Weekday-118-A-IB-0900-9872ade,118,Weekday,1,118-A-IB,To The Hub,118,0,0,,
Reduced_Service-Weekday-1-A-IB-1827-98b3ab8,1,Reduced_Service,1,1-A-IB,To Downtown Station,1,0,0,,
Reduced_Service-Weekday-75-A-IB-0700-98c46d3,75,Reduced_Service,1,75-A-IB,To Oaks Mall,75,0,0,,
Saturday-Sa-126-A-IB-1800-98ddd83,126,Saturday,1,126-A-IB,To Sorority Row,126,0,0,,
Sunday-Su-17-A-OB-1510-98edf5b,17,Sunday,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-75-A-IB-1800-98eec75,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Weekday-Weekday-13-A-OB-1925-98f05cb,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-9-A-OB-1438-98f4c69,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-9-A-IB-1752-991f0d9,9,Reduced_Service,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-20-A-OB-0942-99353b0,20,Reduced_Service,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-20-A-OB-1342-993c809,20,Weekday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-6-A-IB-1428-99519ac,6,Weekday,1,6-A-IB,To Downtown Station,6,0,0,,
Reduced_Service-Weekday-3-A-IB-1430-995e1a8,3,Reduced_Service,1,3-A-IB,To Downtown Station,3,0,0,,
Weekday-Weekday-5-A-IB-1852-9962833,5,Weekday,1,5-A-IB,To Downtown Station,5,0,0,,
Saturday-Sa-13-A-OB-1540-9963de4,13,Saturday,0,13-A-OB,To Alight Apts,13,0,0,,
Reduced_Service-Weekday-5-A-IB-2230-998156b,5,Reduced_Service,1,5-A-IB,To Downtown Station,5,0,0,,
Reduced_Service-Weekday-12-A-OB-1050-99a0c1e,12,Reduced_Service,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-9-A-IB-1400-99d2094,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Reduced_Service-Weekday-12-A-IB-1052-99df524,12,Reduced_Service,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-37-A-IB-1400-99ee3a3,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Reduced_Service-Weekday-20-A-IB-1218-9a02bf3,20,Reduced_Service,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-17-A-IB-0752-9a06dd2,17,Weekday,1,17-A-IB,To Beaty Towers,17,0,0,,
Reduced_Service-Weekday-43-A-IB-1242-9a0a017,43,Reduced_Service,1,43-A-IB,To UF Health,43,0,0,,
Weekday-Weekday-15-A-IB-1927-9a28815,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Reduced_Service-Weekday-7-A-IB-0830-9a348ac,7,Reduced_Service,1,7-A-IB,To Downtown Station,7,0,0,,
Weekday-Weekday-23-A-IB-2200-9a43d51,23,Weekday,1,23-A-IB,To Butler Plaza,23,0,0,,
Sunday-Su-126-A-IB-1120-9a50663,126,Sunday,1,126-A-IB,To Sorority Row,126,0,0,,
Reduced_Service-Weekday-33-A-IB-1045-9a52b41,33,Reduced_Service,1,33-A-IB,To Butler Plaza,33,0,0,,
Weekday-Weekday-33-A-IB-0725-9a62cd1,33,Weekday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-5-A-OB-0600-9a8a519,5,Reduced_Service,0,5-A-OB,To Oaks Mall,5,0,0,,
Saturday-Sa-33-A-IB-1545-9a907ef,33,Saturday,1,33-A-IB,To Butler Plaza,33,0,0,,
Saturday-Sa-38-A-OB-1054-9ab3143,38,Saturday,0,38-A-OB,To Gainesville Place,38,0,0,,
Reduced_Service-Weekday-3-A-IB-1130-9acb2bb,3,Reduced_Service,1,3-A-IB,To Downtown Station,3,0,0,,
Weekday-Weekday-3-A-IB-1330-9af057a,3,Weekday,1,3-A-IB,To Downtown Station,3,0,0,,
Weekday-Weekday-3-A-IB-0830-9afa824,3,Weekday,1,3-A-IB,To Downtown Station,3,0,0,,
Weekday-Weekday-20-A-IB-0754-9b02bfd,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-1-A-OB-0742-9b0c183,1,Weekday,0,1-A-OB,To Butler Plaza,1,0,0,,
Reduced_Service-Weekday-52-A-OB-1700-9b0eefc,52,Reduced_Service,0,52-A-OB,To Jonesville,52,0,0,,
Reduced_Service-Weekday-33-A-IB-1020-9b15c31,33,Reduced_Service,1,33-A-IB,To Butler Plaza,33,0,0,,
Saturday-Sa-12-A-OB-1520-9b18428,12,Saturday,0,12-A-OB,To Dollar General,12,0,0,,
Saturday-Sa-10-A-OB-1700-9b1ba64,10,Saturday,0,10-A-OB,To Santa Fe College,10,0,0,,
Weekday-Weekday-38-A-OB-1042-9b29125,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Saturday-Sa-43-A-OB-0900-9b2f170,43,Saturday,0,43-A-OB,To Santa Fe College,43,0,0,,
Sunday-Su-38-A-IB-1542-9b55310,38,Sunday,1,38-A-IB,To The Hub,38,0,0,,
Sunday-Su-1-A-OB-1306-9b6af84,1,Sunday,0,1-A-OB,To Butler Plaza,1,0,0,,
Weekday-Weekday-12-A-IB-1337-9b7b2ce,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-20-A-IB-1218-9ba0242,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-13-A-IB-0925-9bc46f9,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-15-A-IB-0627-9bd45e6,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Reduced_Service-Weekday-15-A-OB-0800-9be0379,15,Reduced_Service,0,15-A-OB,To NW 13th St,15,0,0,,
Weekday-Weekday-11-A-OB-2000-9c055b3,11,Weekday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Saturday-Sa-20-A-OB-1218-9c0f459,20,Saturday,0,20-A-OB,To Reitz Union,20,0,0,,
Weekday-Weekday-5-A-IB-1012-9c24f1c,5,Weekday,1,5-A-IB,To Downtown Station,5,0,0,,
Weekday-Weekday-43-A-IB-0727-9c27c30,43,Weekday,1,43-A-IB,To UF Health,43,0,0,,
Saturday-Sa-26-A-OB-1000-9c2b28d,26,Saturday,0,26-A-OB,To Airport,26,0,0,,
Sunday-Su-13-A-IB-1335-9c33837,13,Sunday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-12-A-IB-1852-9c37c5f,12,Reduced_Service,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-23-A-IB-0800-9c3e5ff,23,Weekday,1,23-A-IB,To Butler Plaza,23,0,0,,
Reduced_Service-Weekday-3-A-OB-1100-9c3ff02,3,Reduced_Service,0,3-A-OB,To Post Office,3,0,0,,
Reduced_Service-Weekday-37-A-OB-2225-9c42989,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Saturday-Sa-1-A-IB-0851-9c5832c,1,Saturday,1,1-A-IB,To Downtown Station,1,0,0,,
Reduced_Service-Weekday-52-A-IB-0800-9c790ae,52,Reduced_Service,1,52-A-IB,To Reitz Union,52,0,0,,
Weekday-Weekday-78-A-IB-0845-9c808ed,78,Weekday,1,78-A-IB,To Santa Fe,78,0,0,,
Sunday-Su-20-A-IB-1706-9c970db,20,Sunday,1,20-A-IB,To Oaks Mall,20,0,0,,
Saturday-Sa-11-A-OB-1600-9cbc416,11,Saturday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Saturday-Sa-20-A-IB-1630-9cc20fa,20,Saturday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-13-A-OB-1002-9ce6e2e,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-9-A-OB-1615-9d21deb,9,Weekday,0,9-A-OB,To Hunters Run,9,0,0,,
Reduced_Service-Weekday-13-A-IB-2040-9d36418,13,Reduced_Service,1,13-A-IB,To US 441,13,0,0,,
Weekday-Weekday-12-A-OB-1820-9d40c98,12,Weekday,0,12-A-OB,To Dollar General,12,0,0,,
Saturday-Sa-5-A-OB-0700-9d5688d,5,Saturday,0,5-A-OB,To Oaks Mall,5,0,0,,
Reduced_Service-Weekday-37-A-IB-1000-9d6a173,37,Reduced_Service,1,37-A-IB,To Reitz Union,37,0,0,,
Reduced_Service-Weekday-13-A-OB-1155-9d74a57,13,Reduced_Service,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-15-A-OB-1100-9d893fd,15,Weekday,0,15-A-OB,To NW 13th St,15,0,0,,
Weekday-Weekday-9-A-IB-1430-9d8d213,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Weekday-Weekday-15-A-IB-0727-9db1262,15,Weekday,1,15-A-IB,To Downtown Station,15,0,0,,
Reduced_Service-Weekday-15-A-IB-1827-9dbefe3,15,Reduced_Service,1,15-A-IB,To Downtown Station,15,0,0,,
Weekday-Weekday-33-A-OB-1707-9dc0371,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Saturday-Sa-75-A-IB-0800-9dd180d,75,Saturday,1,75-A-IB,To Oaks Mall,75,0,0,,
Weekday-Weekday-37-A-IB-1230-9dd8a60,37,Weekday,1,37-A-IB,To Reitz Union,37,0,0,,
Weekday-Weekday-15-A-OB-2200-9ddfc12,15,Weekday,0,15-A-OB,To NW 13th St,15,0,0,,
Saturday-Sa-12-A-OB-1650-9de5e31,12,Saturday,0,12-A-OB,To Dollar General,12,0,0,,
Weekday-Weekday-38-A-OB-1202-9deb36a,38,Weekday,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-13-A-OB-1552-9def589,13,Weekday,0,13-A-OB,To Alight Apts,13,0,0,,
Weekday-Weekday-9-A-IB-0630-9df16e1,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Weekday-Weekday-3-A-IB-1430-9df2a28,3,Weekday,1,3-A-IB,To Downtown Station,3,0,0,,
Weekday-Weekday-13-A-IB-1835-9df720e,13,Weekday,1,13-A-IB,To US 441,13,0,0,,
Reduced_Service-Weekday-38-A-OB-2206-9dfd048,38,Reduced_Service,0,38-A-OB,To Gainesville Place,38,0,0,,
Weekday-Weekday-20-A-IB-1206-9e05345,20,Weekday,1,20-A-IB,To Oaks Mall,20,0,0,,
Reduced_Service-Weekday-37-A-OB-1355-9e1f913,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Sunday-Su-33-A-IB-1750-9e1ff4f,33,Sunday,1,33-A-IB,To Butler Plaza,33,0,0,,
Reduced_Service-Weekday-5-A-OB-1050-9e478dc,5,Reduced_Service,0,5-A-OB,To Oaks Mall,5,0,0,,
Saturday-Sa-5-A-IB-1922-9e48295,5,Saturday,1,5-A-IB,To Downtown Station,5,0,0,,
Reduced_Service-Weekday-9-A-IB-2030-9e4de68,9,Reduced_Service,1,9-A-IB,To The Hub,9,0,0,,
Weekday-Weekday-9-A-IB-1145-9e774ce,9,Weekday,1,9-A-IB,To The Hub,9,0,0,,
Saturday-Sa-11-A-OB-1300-9e7a3cc,11,Saturday,0,11-A-OB,To Eastwood Meadows,11,0,0,,
Reduced_Service-Weekday-17-A-OB-1950-9e8b1ac,17,Reduced_Service,0,17-A-OB,To Downtown Station,17,0,0,,
Weekday-Weekday-12-A-IB-1437-9e8e1a3,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Weekday-Weekday-33-A-OB-1515-9eb404c,33,Weekday,0,33-A-OB,To The Hub,33,0,0,,
Saturday-Sa-38-A-IB-1118-9ec7891,38,Saturday,1,38-A-IB,To The Hub,38,0,0,,
Sunday-Su-20-A-IB-1330-9ecd2df,20,Sunday,1,20-A-IB,To Oaks Mall,20,0,0,,
Weekday-Weekday-38-A-IB-2130-9ed0be0,38,Weekday,1,38-A-IB,To The Hub,38,0,0,,
Reduced_Service-Weekday-5-A-OB-1850-9ee98a5,5,Reduced_Service,0,5-A-OB,To Oaks Mall,5,0,0,,
Weekday-Weekday-75-A-IB-1600-9f21936,75,Weekday,1,75-A-IB,To Oaks Mall,75,0,0,,
Reduced_Service-Weekday-26-A-OB-1900-9f3c077,26,Reduced_Service,0,26-A-OB,To Airport,26,0,0,,
Weekday-Weekday-37-A-OB-0655-9f3e875,37,Weekday,0,37-A-OB,To Butler Plaza,37,0,0,,
Reduced_Service-Weekday-3-A-IB-1530-9f5bf26,3,Reduced_Service,1,3-A-IB,To Downtown Station,3,0,0,,
Sunday-Su-33-A-OB-0950-9f6a0a2,33,Sunday,0,33-A-OB,To The Hub,33,0,0,,
Reduced_Service-Weekday-37-A-OB-1455-9f724e4,37,Reduced_Service,0,37-A-OB,To Butler Plaza,37,0,0,,
Weekday-Weekday-12-A-IB-1452-9f8b2b3,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Saturday-Sa-20-A-IB-1818-9f8b7e3,20,Saturday,1,20-A-IB,To Oaks Mall,20,0,0,,
Reduced_Service-Weekday-5-A-IB-1922-9fd947f,5,Reduced_Service,1,5-A-IB,To Downtown Station,5,0,0,,
Reduced_Service-Weekday-20-A-OB-1542-9fe6bd0,20,Reduced_Service,0,20-A-OB,To Reitz Union,20,0,0,,
Reduced_Service-Weekday-8-A-OB-0820-9fe7a72,8,Reduced_Service,0,8-A-OB,To N Walmart,8,0,0,,
Weekday-Weekday-10-A-OB-0910-9feecb7,10,Weekday,0,10-A-OB,To Santa Fe College,10,0,0,,
Weekday-Weekday-12-A-IB-1507-9ff51b8,12,Weekday,1,12-A-IB,To The Hub,12,0,0,,
Reduced_Service-Weekday-9-A-IB-1707-9ffeed3,9,Reduced_Service,1,9-A-IB,To The Hub,9,0,0,,
